review_label,suggested_review_label,allowed_review_labels,review_priority,item_id,evaluation_bucket,source_dataset,source_audio,mat_path,source_label_ids,analysis_label_ids,target_label_ids,is_background,review_status,context_tags,top_primary,top_primary_score,max_score_run,triggered_run_count,triggered_runs,run_score_summary,notes
,ambiguous_hard_negative,reviewed_background|ambiguous_hard_negative|unlabeled_signal_suspect|demoted_nonprimary_signal,high,ICLISTENHF6016_20250610T080000.000Z.flac_130.0s_170.0s_trainstyle,candidate_background,final2025_part2_multispecies_tiny_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250610T080000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250610T080000.000Z.flac_130.0s_170.0s_trainstyle.mat,,,,1,unreviewed,,species:Oo,0.894142,E04 ONC+BioDCASE species+call,3,E01 ONC control|E04 ONC+BioDCASE species+call|E09 ONC+BioDCASE+DCLDE species-only,E01 ONC control:species:Oo=0.6409; E04 ONC+BioDCASE species+call:species:Oo=0.8941; E06 ONC+BioDCASE+DCLDE:species:Oo=0.6406; E08 ONC+DCLDE species-only:species:Oo=0.4220; E09 ONC+BioDCASE+DCLDE species-only:species:Oo=0.6988,
,ambiguous_hard_negative,reviewed_background|ambiguous_hard_negative|unlabeled_signal_suspect|demoted_nonprimary_signal,high,ICLISTENHF6016_20250330T100000.000Z.flac_130.0s_170.0s_trainstyle,candidate_background,final2025_part2_multispecies_tiny_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250330T100000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250330T100000.000Z.flac_130.0s_170.0s_trainstyle.mat,,,,1,unreviewed,,species:Oo,0.889873,E06 ONC+BioDCASE+DCLDE,2,E06 ONC+BioDCASE+DCLDE|E09 ONC+BioDCASE+DCLDE species-only,E01 ONC control:species:Oo=0.3283; E04 ONC+BioDCASE species+call:species:Oo=0.7175; E06 ONC+BioDCASE+DCLDE:species:Oo=0.8899; E08 ONC+DCLDE species-only:species:Oo=0.3518; E09 ONC+BioDCASE+DCLDE species-only:species:Oo=0.7051,
,demoted_nonprimary_signal,reviewed_background|ambiguous_hard_negative|unlabeled_signal_suspect|demoted_nonprimary_signal,high,ICLISTENHF6016_20250815T060000.000Z.flac_44.2s_47.6s_trainstyle,demoted_nonprimary_signal,final2025_part2_multispecies_tiny_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250815T060000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250815T060000.000Z.flac_44.2s_47.6s_trainstyle.mat,species:OD,group:odontocete_unknown,species:OD,0,unreviewed,,species:Oo,0.873592,E04 ONC+BioDCASE species+call,2,E04 ONC+BioDCASE species+call|E06 ONC+BioDCASE+DCLDE,E01 ONC control:species:Oo=0.3604; E04 ONC+BioDCASE species+call:species:Oo=0.8736; E06 ONC+BioDCASE+DCLDE:species:Oo=0.6951; E08 ONC+DCLDE species-only:species:Bp=0.1397; E09 ONC+BioDCASE+DCLDE species-only:species:Oo=0.4248,
,ambiguous_hard_negative,reviewed_background|ambiguous_hard_negative|unlabeled_signal_suspect|demoted_nonprimary_signal,high,ICLISTENHF6016_20250420T080000.000Z.flac_130.0s_170.0s_trainstyle,candidate_background,final2025_part2_multispecies_tiny_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250420T080000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250420T080000.000Z.flac_130.0s_170.0s_trainstyle.mat,,,,1,unreviewed,,species:Oo,0.873393,E01 ONC control,2,E01 ONC control|E09 ONC+BioDCASE+DCLDE species-only,E01 ONC control:species:Oo=0.8734; E04 ONC+BioDCASE species+call:species:Oo=0.7203; E06 ONC+BioDCASE+DCLDE:species:Oo=0.5962; E08 ONC+DCLDE species-only:species:Oo=0.2118; E09 ONC+BioDCASE+DCLDE species-only:species:Oo=0.7802,
,demoted_nonprimary_signal,reviewed_background|ambiguous_hard_negative|unlabeled_signal_suspect|demoted_nonprimary_signal,high,ICLISTENHF6016_20250720T190000.000Z.flac_187.3s_188.5s_trainstyle,demoted_nonprimary_signal,final2025_part2_multispecies_tiny_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250720T190000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250720T190000.000Z.flac_187.3s_188.5s_trainstyle.mat,species:OD,group:odontocete_unknown,species:OD,0,unreviewed,,species:Oo,0.872987,E08 ONC+DCLDE species-only,4,E04 ONC+BioDCASE species+call|E06 ONC+BioDCASE+DCLDE|E08 ONC+DCLDE species-only|E09 ONC+BioDCASE+DCLDE species-only,E01 ONC control:species:Oo=0.5329; E04 ONC+BioDCASE species+call:species:Oo=0.8307; E06 ONC+BioDCASE+DCLDE:species:Oo=0.8430; E08 ONC+DCLDE species-only:species:Oo=0.8730; E09 ONC+BioDCASE+DCLDE species-only:species:Oo=0.8451,
,ambiguous_hard_negative,reviewed_background|ambiguous_hard_negative|unlabeled_signal_suspect|demoted_nonprimary_signal,high,ICLISTENHF6016_20250410T130000.000Z.flac_130.0s_170.0s_trainstyle,candidate_background,final2025_part2_multispecies_tiny_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250410T130000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250410T130000.000Z.flac_130.0s_170.0s_trainstyle.mat,,,,1,unreviewed,,species:Oo,0.865207,E09 ONC+BioDCASE+DCLDE species-only,4,E04 ONC+BioDCASE species+call|E06 ONC+BioDCASE+DCLDE|E08 ONC+DCLDE species-only|E09 ONC+BioDCASE+DCLDE species-only,E01 ONC control:species:Oo=0.0890; E04 ONC+BioDCASE species+call:species:Oo=0.7538; E06 ONC+BioDCASE+DCLDE:species:Oo=0.8058; E08 ONC+DCLDE species-only:species:Oo=0.8536; E09 ONC+BioDCASE+DCLDE species-only:species:Oo=0.8652,
,ambiguous_hard_negative,reviewed_background|ambiguous_hard_negative|unlabeled_signal_suspect|demoted_nonprimary_signal,high,ICLISTENHF6016_20250620T230000.000Z-LPF.flac_130.0s_170.0s_trainstyle,candidate_background,final2025_part2_multispecies_tiny_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250620T230000.000Z-LPF.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250620T230000.000Z-LPF.flac_130.0s_170.0s_trainstyle.mat,,,,1,unreviewed,,species:Oo,0.859280,E04 ONC+BioDCASE species+call,5,E01 ONC control|E04 ONC+BioDCASE species+call|E06 ONC+BioDCASE+DCLDE|E08 ONC+DCLDE species-only|E09 ONC+BioDCASE+DCLDE species-only,E01 ONC control:species:Oo=0.6841; E04 ONC+BioDCASE species+call:species:Oo=0.8593; E06 ONC+BioDCASE+DCLDE:species:Oo=0.7108; E08 ONC+DCLDE species-only:species:Oo=0.5476; E09 ONC+BioDCASE+DCLDE species-only:species:Oo=0.7612,
,ambiguous_hard_negative,reviewed_background|ambiguous_hard_negative|unlabeled_signal_suspect|demoted_nonprimary_signal,high,ICLISTENHF6016_20250430T220000.000Z.flac_130.0s_170.0s_trainstyle,candidate_background,final2025_part2_multispecies_tiny_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250430T220000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250430T220000.000Z.flac_130.0s_170.0s_trainstyle.mat,,,,1,unreviewed,,species:Oo,0.858897,E04 ONC+BioDCASE species+call,4,E04 ONC+BioDCASE species+call|E06 ONC+BioDCASE+DCLDE|E08 ONC+DCLDE species-only|E09 ONC+BioDCASE+DCLDE species-only,E01 ONC control:species:Oo=0.2964; E04 ONC+BioDCASE species+call:species:Oo=0.8589; E06 ONC+BioDCASE+DCLDE:species:Oo=0.7235; E08 ONC+DCLDE species-only:species:Oo=0.6114; E09 ONC+BioDCASE+DCLDE species-only:species:Oo=0.8232,
,ambiguous_hard_negative,reviewed_background|ambiguous_hard_negative|unlabeled_signal_suspect|demoted_nonprimary_signal,high,ICLISTENHF6016_20250115T010000.000Z.flac_130.0s_170.0s_trainstyle,candidate_background,final2025_part2_multispecies_tiny_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250115T010000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250115T010000.000Z.flac_130.0s_170.0s_trainstyle.mat,,,,1,unreviewed,,species:Oo,0.858758,E04 ONC+BioDCASE species+call,3,E01 ONC control|E04 ONC+BioDCASE species+call|E09 ONC+BioDCASE+DCLDE species-only,E01 ONC control:species:Oo=0.6894; E04 ONC+BioDCASE species+call:species:Oo=0.8588; E06 ONC+BioDCASE+DCLDE:species:Oo=0.5817; E08 ONC+DCLDE species-only:species:Bp=0.7108; E09 ONC+BioDCASE+DCLDE species-only:species:Oo=0.4975,
,ambiguous_hard_negative,reviewed_background|ambiguous_hard_negative|unlabeled_signal_suspect|demoted_nonprimary_signal,high,ICLISTENHF6016_20250620T000000.000Z-LPF.flac_130.0s_170.0s_trainstyle,candidate_background,final2025_part2_multispecies_tiny_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250620T000000.000Z-LPF.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250620T000000.000Z-LPF.flac_130.0s_170.0s_trainstyle.mat,,,,1,unreviewed,,species:Oo,0.834188,E04 ONC+BioDCASE species+call,4,E04 ONC+BioDCASE species+call|E06 ONC+BioDCASE+DCLDE|E08 ONC+DCLDE species-only|E09 ONC+BioDCASE+DCLDE species-only,E01 ONC control:species:Oo=0.5985; E04 ONC+BioDCASE species+call:species:Oo=0.8342; E06 ONC+BioDCASE+DCLDE:species:Oo=0.7767; E08 ONC+DCLDE species-only:species:Oo=0.5312; E09 ONC+BioDCASE+DCLDE species-only:species:Oo=0.6515,
,ambiguous_hard_negative,reviewed_background|ambiguous_hard_negative|unlabeled_signal_suspect|demoted_nonprimary_signal,high,ICLISTENHF6016_20250730T080000.000Z.flac_130.0s_170.0s_trainstyle,candidate_background,final2025_part2_multispecies_tiny_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250730T080000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250730T080000.000Z.flac_130.0s_170.0s_trainstyle.mat,,,,1,unreviewed,,species:Oo,0.776706,E06 ONC+BioDCASE+DCLDE,4,E01 ONC control|E06 ONC+BioDCASE+DCLDE|E08 ONC+DCLDE species-only|E09 ONC+BioDCASE+DCLDE species-only,E01 ONC control:species:Oo=0.6560; E04 ONC+BioDCASE species+call:species:Oo=0.7062; E06 ONC+BioDCASE+DCLDE:species:Oo=0.7767; E08 ONC+DCLDE species-only:species:Oo=0.5354; E09 ONC+BioDCASE+DCLDE species-only:species:Oo=0.7688,
,demoted_nonprimary_signal,reviewed_background|ambiguous_hard_negative|unlabeled_signal_suspect|demoted_nonprimary_signal,medium,ICLISTENHF6016_20250905T190000.000Z.flac_248.9s_263.7s_trainstyle,demoted_nonprimary_signal,final2025_part2_multispecies_tiny_trainstyle,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250905T190000.000Z.flac,/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/mat_files/ICLISTENHF6016_20250905T190000.000Z.flac_248.9s_263.7s_trainstyle.mat,species:OD,group:odontocete_unknown,species:OD,0,unreviewed,,species:Oo,0.838582,E04 ONC+BioDCASE species+call,1,E04 ONC+BioDCASE species+call,E01 ONC control:species:Bp=0.3357; E04 ONC+BioDCASE species+call:species:Oo=0.8386; E06 ONC+BioDCASE+DCLDE:species:Oo=0.5282; E08 ONC+DCLDE species-only:species:Bp=0.7879; E09 ONC+BioDCASE+DCLDE species-only:species:Mn=0.4663,
