source_audio,duration_s
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250105T090000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250105T100000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250105T130000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250105T150000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250105T180000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250105T190000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250110T030000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250110T060000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250110T070000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250110T100000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250110T130000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250110T200000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250115T020000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250115T040000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250115T080000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250115T100000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250120T000000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250120T040000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250120T060000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250120T090000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250120T120000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250120T140000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250120T160000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250120T170000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250120T180000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250120T190000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250120T201000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250120T210000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250120T230000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250125T070000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250125T090000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250125T120000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250125T130000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250125T150000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250125T200000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250130T000000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250130T020000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250130T040000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250205T080000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250205T190000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250215T010000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250215T030000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250215T060000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250215T080000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250215T130000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250225T040000.000Z-LPF.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250225T110000.000Z-LPF.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250225T230000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250405T030000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250425T030000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250505T030000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250505T040000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250505T090000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250505T100000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250505T110000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250505T130000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250505T140000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250505T150000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250505T160000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250505T170000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250505T180000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250505T190000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250505T200000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250505T210000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250505T220000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250505T230000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250530T130000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250705T090000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250705T100000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250705T110000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250705T120000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250705T130000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250705T150000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250705T160000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250705T170000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250705T220000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250710T140000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250715T000000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250715T010000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250715T020000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250715T030000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250715T050000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250715T060000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250715T090000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250715T140000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250715T170000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250715T210000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250715T220000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250715T230000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250805T010000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250805T040000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250805T050000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250805T060000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250805T070000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250805T080000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250805T090000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250805T100000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250805T110000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250805T120000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250805T130000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250805T180000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250805T190000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250805T200000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250805T210000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250805T220000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250805T230000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250820T000000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250825T000000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250830T080000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250910T050000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250910T200000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250920T040000.000Z.flac,300.0
/project/6070467/merileo/data/finwhales/final2025_resnet_20260423/multispecies_calltype_experiments/prep_runs/multispecies_prep_balanced100_availaudio_20260430T120219Z/ICLISTENHF6016_20250920T130000.000Z.flac,300.0
